timestamp,open,high,low,close
2024-02-14,1991.24,1996.0,1985.27,1993.75
2024-02-15,1993.79,2007.9,1990.18,2003.26
2024-02-16,2003.35,2015.02,1995.22,2013.01
2024-02-18,2012.3,2013.96,2006.37,2007.0
2024-02-19,2012.87,2022.67,2007.0,2016.11
2024-02-20,2016.11,2030.66,2014.2,2024.07
2024-02-21,2023.8,2031.98,2020.47,2025.68
2024-02-22,2025.52,2034.37,2019.77,2024.79
2024-02-23,2024.69,2041.16,2015.99,2035.39
2024-02-25,2034.29,2034.64,2032.2,2034.11
2024-02-26,2033.79,2036.78,2025.2,2031.06
2024-02-27,2031.12,2039.29,2028.78,2030.08
2024-02-28,2030.0,2037.52,2024.5,2034.6
2024-02-29,2034.57,2050.42,2028.16,2044.13
2024-03-01,2044.08,2088.03,2038.6,2082.65
2024-03-03,2084.35,2086.0,2081.7,2083.28
2024-03-04,2083.17,2119.61,2079.4,2114.52
2024-03-05,2114.3,2141.62,2110.0,2128.17
2024-03-06,2127.91,2152.07,2123.6,2147.44
2024-03-07,2147.45,2163.15,2144.26,2162.04
2024-03-08,2161.53,2194.89,2154.03,2178.76
2024-03-10,2180.23,2183.66,2176.5,2181.7
2024-03-11,2182.11,2188.68,2175.7,2183.59
2024-03-12,2183.87,2184.36,2150.53,2156.93
2024-03-13,2156.91,2179.03,2156.7,2175.4
2024-03-14,2175.28,2176.74,2152.98,2161.58
2024-03-15,2161.56,2172.44,2155.54,2155.78
2024-03-17,2152.92,2156.63,2151.6,2156.6
2024-03-18,2156.5,2163.49,2145.3,2161.86
2024-03-19,2162.27,2162.77,2147.12,2157.06
2024-03-20,2157.11,2222.06,2149.66,2203.89
2024-03-21,2203.88,2211.57,2166.32,2181.69
2024-03-22,2181.67,2185.85,2157.35,2165.13
2024-03-24,2175.21,2175.21,2164.4,2168.12
2024-03-25,2168.42,2181.01,2163.9,2172.99
2024-03-26,2172.71,2199.64,2167.7,2179.61
2024-03-27,2179.5,2197.32,2173.67,2190.55
2024-03-28,2190.97,2233.81,2187.0,2231.91
2024-03-31,2237.65,2246.82,2234.5,2246.23
2024-04-01,2244.75,2265.37,2228.57,2248.96
2024-04-02,2248.57,2287.66,2246.5,2279.69
2024-04-03,2279.73,2302.27,2266.01,2297.49
2024-04-04,2297.34,2305.03,2280.98,2288.92
2024-04-05,2289.04,2330.13,2267.98,2329.57
2024-04-07,2320.99,2326.94,2305.6,2311.33
2024-04-08,2312.03,2350.28,2303.47,2338.89
2024-04-09,2338.96,2365.04,2338.05,2354.73
2024-04-10,2354.75,2359.9,2319.87,2335.47
2024-04-11,2335.39,2378.63,2325.2,2376.77
2024-04-12,2375.81,2430.7,2334.59,2343.65
2024-04-14,2361.3,2372.0,2347.94,2364.61
2024-04-15,2363.77,2391.86,2325.16,2381.8
2024-04-16,2380.83,2397.75,2362.28,2382.44
2024-04-17,2382.89,2395.27,2358.51,2367.73
2024-04-18,2368.53,2392.23,2364.44,2380.02
2024-04-19,2379.59,2417.22,2372.99,2390.01
2024-04-21,2384.19,2388.39,2381.2,2386.54
2024-04-22,2386.84,2386.84,2325.22,2333.86
2024-04-23,2333.17,2334.11,2291.81,2323.48
2024-04-24,2323.32,2336.63,2311.5,2316.09
2024-04-25,2316.28,2344.47,2307.6,2330.65
2024-04-26,2330.7,2351.93,2326.42,2337.48
2024-04-28,2337.7,2338.42,2333.5,2335.82
2024-04-29,2336.56,2346.24,2322.31,2333.06
2024-04-30,2333.01,2335.81,2285.26,2291.25
2024-05-01,2291.98,2327.31,2283.2,2320.41
2024-05-02,2324.49,2324.92,2285.63,2303.91
2024-05-03,2304.26,2319.52,2278.5,2301.93
2024-05-05,2301.85,2302.96,2292.9,2293.96
2024-05-06,2293.74,2331.82,2292.13,2325.64
2024-05-07,2327.86,2329.72,2310.2,2315.13
2024-05-08,2315.96,2321.31,2304.29,2308.72
2024-05-09,2308.72,2348.29,2306.86,2346.57
2024-05-10,2346.7,2377.81,2346.1,2359.97
2024-05-12,2359.97,2362.76,2359.0,2360.29
2024-05-13,2360.08,2364.38,2332.77,2338.26
2024-05-14,2338.14,2359.45,2334.6,2355.76
2024-05-15,2355.94,2391.76,2352.39,2391.66
2024-05-16,2391.57,2397.07,2371.04,2378.03
2024-05-17,2378.18,2421.85,2373.6,2414.02
2024-05-19,2414.02,2424.89,2414.02,2420.3
2024-05-20,2419.44,2449.93,2409.62,2426.12
2024-05-21,2425.75,2433.48,2406.89,2421.51
2024-05-22,2421.81,2426.13,2374.99,2382.22
2024-05-23,2382.21,2383.53,2327.33,2331.82
2024-05-24,2331.81,2347.08,2325.44,2333.04
2024-05-26,2333.04,2340.28,2332.43,2337.05
2024-05-27,2336.93,2358.25,2334.54,2352.27
2024-05-28,2352.35,2363.41,2339.9,2359.94
2024-05-29,2359.59,2361.03,2334.8,2338.59
2024-05-30,2338.11,2350.99,2322.58,2343.72
2024-05-31,2343.23,2359.33,2320.38,2325.76
2024-06-02,2325.76,2329.12,2322.7,2325.55
2024-06-03,2326.04,2354.29,2314.85,2350.39
2024-06-04,2350.55,2352.32,2316.02,2328.66
2024-06-05,2328.86,2357.23,2325.84,2354.98
2024-06-06,2355.26,2378.17,2353.92,2376.68
2024-06-07,2376.64,2387.49,2286.0,2293.51
2024-06-09,2293.51,2299.81,2290.73,2298.46
2024-06-10,2298.34,2313.5,2287.74,2309.88
2024-06-11,2310.0,2319.75,2297.9,2314.86
2024-06-12,2314.9,2341.16,2310.88,2320.46
2024-06-13,2319.97,2325.88,2295.9,2302.16
2024-06-14,2302.72,2336.2,2301.5,2332.3
2024-06-16,2332.3,2335.25,2326.7,2328.6
2024-06-17,2327.74,2328.57,2309.73,2320.76
2024-06-18,2321.34,2332.63,2306.4,2328.24
2024-06-19,2328.48,2334.76,2323.87,2329.24
2024-06-20,2329.23,2365.1,2327.4,2360.66
2024-06-21,2360.95,2368.58,2317.15,2319.04
2024-06-23,2319.04,2321.96,2316.8,2318.99
2024-06-24,2318.59,2334.5,2317.1,2330.66
2024-06-25,2330.21,2336.93,2315.73,2319.83
2024-06-26,2319.79,2322.82,2294.26,2298.16
2024-06-27,2298.36,2330.71,2296.3,2327.46
2024-06-28,2327.48,2339.25,2319.04,2326.15
2024-06-30,2326.15,2327.01,2322.4,2324.66
2024-07-01,2324.86,2338.14,2318.27,2332.09
2024-07-02,2332.43,2336.2,2319.3,2330.08
2024-07-03,2330.92,2364.57,2326.6,2359.0
2024-07-04,2358.76,2362.34,2350.69,2356.35
2024-07-05,2356.73,2392.72,2355.98,2391.14
2024-07-07,2391.14,2393.85,2383.9,2385.77
2024-07-08,2385.89,2390.58,2350.7,2361.65
2024-07-09,2362.14,2368.49,2350.3,2365.01
2024-07-10,2365.2,2386.25,2363.51,2372.62
2024-07-11,2372.52,2423.78,2371.48,2415.92
2024-07-12,2415.43,2418.06,2391.61,2410.93
2024-07-14,2410.61,2412.35,2404.9,2408.6
2024-07-15,2408.44,2439.53,2401.3,2422.37
2024-07-16,2422.11,2469.56,2419.94,2468.27
2024-07-17,2471.24,2483.22,2451.2,2461.25
2024-07-18,2461.19,2474.69,2440.44,2444.91
2024-07-19,2425.98,2429.45,2393.92,2400.59
2024-07-21,2400.59,2411.7,2400.59,2411.37
2024-07-22,2411.34,2411.92,2384.31,2395.55
2024-07-23,2395.56,2411.72,2387.6,2408.34
2024-07-24,2408.86,2431.81,2393.18,2398.63
2024-07-25,2398.75,2399.89,2353.24,2364.1
2024-07-26,2363.99,2390.21,2356.14,2386.6
2024-07-28,2386.6,2402.17,2386.6,2396.45
2024-07-29,2397.17,2402.24,2369.86,2381.06
2024-07-30,2380.88,2412.27,2376.3,2409.62
2024-07-31,2409.74,2450.56,2404.22,2445.84
2024-08-01,2445.94,2461.49,2430.25,2445.86
2024-08-02,2444.91,2476.93,2411.83,2442.08
2024-08-04,2442.08,2446.22,2437.8,2440.76
2024-08-05,2440.7,2457.18,2364.71,2404.79
2024-08-06,2405.4,2417.77,2381.81,2384.05
2024-08-07,2384.37,2406.61,2379.39,2384.72
2024-08-08,2384.8,2427.37,2383.31,2424.66
2024-08-09,2424.45,2436.87,2416.95,2430.71
2024-08-11,2430.71,2433.31,2426.8,2427.83
2024-08-12,2427.85,2475.84,2423.79,2475.32
2024-08-13,2476.15,2476.72,2458.4,2463.87
2024-08-14,2464.07,2478.2,2435.61,2449.26
2024-08-15,2449.64,2469.7,2432.93,2457.43
2024-08-16,2457.33,2509.5,2450.4,2506.76
2024-08-18,2506.76,2508.9,2501.5,2506.07
2024-08-19,2505.98,2507.24,2485.8,2503.64
2024-08-20,2503.96,2531.51,2497.44,2513.16
2024-08-21,2512.75,2519.76,2495.05,2512.43
2024-08-22,2512.83,2514.25,2471.13,2487.04
2024-08-23,2486.85,2518.1,2486.39,2512.01
2024-08-25,2512.01,2516.29,2510.4,2515.72
2024-08-26,2515.46,2526.54,2508.6,2515.58
2024-08-27,2515.45,2528.82,2504.01,2525.07
2024-08-28,2525.36,2525.59,2494.04,2507.84
2024-08-29,2507.95,2528.48,2503.94,2519.37
2024-08-30,2519.17,2526.7,2494.79,2502.98
2024-09-01,2502.98,2505.05,2500.9,2503.08
2024-09-02,2502.66,2507.0,2490.24,2496.59
2024-09-03,2497.18,2505.97,2474.1,2493.41
2024-09-04,2493.04,2499.84,2471.95,2495.64
2024-09-05,2495.76,2522.77,2492.9,2517.16
2024-09-06,2517.18,2529.01,2485.1,2496.75
2024-09-08,2496.75,2498.06,2494.7,2496.68
2024-09-09,2496.45,2507.51,2485.81,2506.69
2024-09-10,2506.77,2518.66,2499.91,2518.56
2024-09-11,2518.57,2528.03,2501.67,2511.9
2024-09-12,2511.62,2559.9,2510.94,2557.96
2024-09-13,2558.63,2585.68,2556.84,2577.38
2024-09-15,2577.38,2580.35,2576.9,2578.96
2024-09-16,2578.99,2589.24,2576.09,2583.58
2024-09-17,2583.61,2586.13,2561.1,2573.83
2024-09-18,2574.07,2599.8,2547.63,2559.15
2024-09-19,2559.0,2594.4,2551.46,2587.15
2024-09-20,2587.22,2625.55,2584.92,2621.74
2024-09-22,2621.89,2621.89,2621.89,2621.89
2024-09-23,2619.36,2634.56,2613.74,2626.17
2024-09-24,2625.84,2664.03,2622.63,2658.03
2024-09-25,2657.7,2669.7,2650.55,2656.76
2024-09-26,2656.78,2685.13,2655.31,2672.57
2024-09-27,2672.43,2673.82,2643.37,2657.97
2024-09-29,2657.97,2664.87,2657.95,2663.48
2024-09-30,2663.66,2665.69,2625.25,2635.54
2024-10-01,2635.47,2672.58,2633.98,2660.32
2024-10-02,2660.27,2662.17,2641.89,2660.06
2024-10-03,2660.47,2662.48,2640.11,2655.55
2024-10-04,2655.62,2669.31,2632.11,2653.05
2024-10-06,2653.05,2653.05,2649.0,2650.45
2024-10-07,2650.66,2659.39,2638.26,2642.84
2024-10-08,2642.88,2652.61,2605.72,2621.96
2024-10-09,2621.65,2624.13,2604.96,2608.16
2024-10-10,2608.38,2635.25,2605.88,2632.37
2024-10-11,2633.77,2661.29,2631.7,2656.85
2024-10-13,2656.08,2656.08,2656.08,2656.08
2024-10-14,2645.21,2666.34,2643.32,2649.3
2024-10-15,2649.03,2668.82,2638.34,2660.34
2024-10-16,2659.97,2685.07,2658.78,2673.9
2024-10-17,2674.12,2696.52,2673.39,2693.55
2024-10-18,2693.49,2722.41,2692.9,2720.53
2024-10-20,2720.69,2724.86,2720.4,2723.41
2024-10-21,2723.6,2740.46,2713.4,2721.26
2024-10-22,2721.44,2748.69,2720.56,2746.56
2024-10-23,2746.74,2758.2,2708.6,2721.31
2024-10-24,2720.11,2743.21,2717.97,2733.69
2024-10-25,2732.6,2747.13,2717.14,2747.13
2024-10-27,2747.13,2748.21,2730.3,2735.85
2024-10-28,2735.22,2745.48,2724.51,2744.29
2024-10-29,2743.95,2775.05,2743.19,2774.7
2024-10-30,2774.81,2789.77,2770.96,2785.14
2024-10-31,2785.47,2789.92,2731.97,2746.27
2024-11-01,2746.81,2761.49,2733.2,2735.91
2024-11-03,2746.7,2746.7,2730.91,2738.2
2024-11-04,2738.69,2745.91,2732.15,2736.34
2024-11-05,2733.51,2749.7,2724.93,2745.46
2024-11-06,2745.08,2749.31,2652.51,2663.87
2024-11-07,2663.12,2709.54,2646.56,2706.83
2024-11-08,2706.99,2709.92,2680.47,2683.85
2024-11-10,2683.81,2685.47,2681.2,2685.47
2024-11-11,2684.96,2685.59,2610.67,2623.69
2024-11-12,2623.79,2626.7,2589.83,2598.8
2024-11-13,2598.51,2617.87,2569.19,2571.44
2024-11-14,2570.9,2577.3,2537.56,2566.49
2024-11-15,2566.42,2575.51,2554.96,2561.27
2024-11-17,2562.95,2575.27,2562.95,2571.2
2024-11-18,2569.8,2614.78,2569.8,2612.09
2024-11-19,2612.62,2639.23,2610.3,2634.71
2024-11-20,2634.83,2655.06,2619.82,2652.02
2024-11-21,2652.2,2673.31,2650.7,2668.68
2024-11-22,2668.8,2715.82,2668.8,2715.58
2024-11-25,2670.27,2670.27,2606.86,2610.17
2024-11-26,2611.51,2641.72,2609.48,2632.18
2024-11-27,2632.63,2658.1,2627.2,2636.89
2024-11-28,2637.14,2649.16,2621.09,2638.78
2024-11-29,2638.66,2666.03,2634.43,2650.25
2024-12-01,2650.24,2650.24,2642.4,2645.92
2024-12-02,2646.13,2651.41,2621.99,2641.84
2024-12-03,2642.25,2654.97,2634.64,2642.62
2024-12-04,2642.87,2656.42,2633.47,2650.18
2024-12-05,2650.0,2655.33,2623.57,2633.62
2024-12-06,2632.9,2645.16,2613.71,2632.14
2024-12-08,2632.14,2647.67,2632.14,2639.2
2024-12-09,2639.86,2676.08,2627.2,2660.54
2024-12-10,2660.61,2698.13,2656.9,2695.71
2024-12-11,2695.87,2720.8,2674.06,2719.83
2024-12-12,2719.41,2725.72,2675.24,2680.31
2024-12-13,2679.76,2692.08,2646.15,2647.49
2024-12-15,2648.05,2652.73,2647.7,2651.3
2024-12-16,2651.25,2663.99,2643.41,2651.5
2024-12-17,2651.62,2658.43,2632.87,2647.29
2024-12-18,2647.33,2651.48,2583.08,2588.06
2024-12-19,2588.52,2626.24,2587.01,2593.57
2024-12-20,2593.48,2630.93,2589.2,2622.0
2024-12-22,2622.0,2624.29,2620.9,2623.84
2024-12-23,2623.28,2632.98,2608.31,2615.26
2024-12-24,2615.08,2621.19,2609.9,2616.1
2024-12-25,2614.31,2619.96,2613.27,2617.86
2024-12-26,2618.02,2638.83,2617.7,2632.5
2024-12-27,2632.36,2637.81,2611.3,2620.84
2024-12-29,2621.18,2625.71,2619.25,2623.83
2024-12-30,2623.8,2627.92,2596.2,2606.51
2024-12-31,2606.45,2627.22,2603.06,2624.19
2025-01-01,2624.8,2625.01,2620.7,2623.68
2025-01-02,2623.52,2660.21,2622.0,2658.11
2025-01-03,2658.56,2664.8,2636.1,2639.82
2025-01-05,2639.82,2642.25,2638.85,2640.67
2025-01-06,2640.65,2648.9,2614.66,2634.43
2025-01-07,2633.6,2663.97,2632.1,2649.46
2025-01-08,2648.3,2669.76,2644.4,2662.54
2025-01-09,2662.59,2677.85,2655.64,2669.95
2025-01-10,2670.08,2697.39,2663.8,2688.77
2025-01-12,2688.77,2690.64,2686.31,2690.64
2025-01-13,2690.06,2693.12,2656.88,2667.83
2025-01-14,2670.89,2677.88,2659.4,2674.72
2025-01-15,2675.52,2696.96,2669.2,2694.62
2025-01-16,2694.87,2724.4,2690.0,2714.52
2025-01-17,2714.49,2717.2,2698.69,2701.88
2025-01-19,2701.88,2702.57,2690.93,2696.41
2025-01-20,2695.87,2713.57,2688.9,2710.18
2025-01-21,2709.69,2745.69,2703.18,2744.2
2025-01-22,2744.24,2763.1,2742.71,2755.28
2025-01-23,2755.76,2758.61,2736.09,2754.18
2025-01-24,2754.39,2785.44,2754.1,2770.96
2025-01-26,2771.45,2771.45,2765.54,2767.1
2025-01-27,2767.03,2772.26,2731.16,2742.32
2025-01-28,2742.22,2764.78,2734.87,2762.64
2025-01-29,2765.72,2765.84,2744.6,2759.96
2025-01-30,2760.1,2798.12,2758.3,2796.0
2025-01-31,2796.26,2816.82,2791.22,2797.46
2025-02-02,2797.25,2801.46,2784.67,2792.51
2025-02-03,2792.84,2829.85,2772.21,2813.34
2025-02-04,2813.44,2844.8,2807.22,2841.19
2025-02-05,2841.36,2882.01,2839.4,2868.78
2025-02-06,2868.78,2872.85,2835.26,2857.86
2025-02-07,2858.24,2886.24,2853.69,2860.09
2025-02-09,2860.45,2869.93,2858.3,2867.22
2025-02-10,2867.41,2921.28,2865.1,2917.64
2025-02-11,2917.28,2942.18,2882.52,2898.27
2025-02-12,2897.94,2908.94,2864.99,2905.82
2025-02-13,2906.15,2932.06,2901.4,2930.86
2025-02-14,2931.23,2939.93,2876.99,2882.14
2025-02-16,2882.55,2892.97,2878.44,2879.37
2025-02-17,2879.62,2906.2,2879.1,2899.18
2025-02-18,2899.13,2936.78,2891.84,2933.76
2025-02-19,2933.74,2946.69,2918.8,2935.19
2025-02-20,2935.7,2954.71,2924.35,2940.81
2025-02-21,2942.05,2949.0,2917.83,2935.49
2025-02-23,2935.5,2939.9,2934.95,2936.21
2025-02-24,2936.68,2955.84,2921.47,2949.81
2025-02-25,2950.25,2952.25,2890.21,2918.31
2025-02-26,2918.88,2929.89,2890.88,2919.26
2025-02-27,2918.91,2919.44,2868.41,2876.02
2025-02-28,2875.66,2884.44,2832.8,2857.09
2025-03-02,2858.01,2875.12,2858.01,2870.48
2025-03-03,2868.88,2894.74,2858.7,2890.63
2025-03-04,2890.34,2927.42,2880.9,2914.17
2025-03-05,2914.29,2929.43,2894.6,2917.82
2025-03-06,2917.78,2926.35,2891.96,2909.92
2025-03-07,2909.53,2929.97,2897.38,2907.14
2025-03-09,2907.14,2916.66,2907.14,2916.19
2025-03-10,2916.56,2917.92,2879.2,2884.32
2025-03-11,2885.4,2921.17,2881.7,2915.24
2025-03-12,2914.77,2940.16,2906.64,2937.73
2025-03-13,2938.08,2989.07,2933.01,2986.2
2025-03-14,2986.01,3004.42,2979.14,2984.48
2025-03-16,2984.48,2995.41,2984.14,2989.76
2025-03-17,2989.68,3002.69,2982.25,2999.5
2025-03-18,3000.44,3037.79,2998.7,3031.52
2025-03-19,3030.87,3051.03,3023.77,3049.92
2025-03-20,3050.02,3056.93,3026.08,3046.45
2025-03-21,3047.02,3047.2,2999.42,3023.17
2025-03-23,3023.17,3039.61,3021.6,3024.85
2025-03-24,3024.98,3032.83,3002.49,3009.72
2025-03-25,3009.7,3035.49,3007.61,3020.78
2025-03-26,3021.05,3031.8,3012.41,3021.18
2025-03-27,3021.6,3059.03,3021.24,3055.42
2025-03-28,3055.01,3086.44,3054.92,3084.98
2025-03-30,3084.98,3099.55,3084.98,3089.13
2025-03-31,3089.37,3126.57,3077.44,3120.34
2025-04-01,3120.25,3147.97,3101.27,3115.02
2025-04-02,3113.8,3166.67,3103.75,3162.28
2025-04-03,3161.68,3163.8,3055.46,3112.7
2025-04-04,3111.3,3134.52,3016.68,3035.07
2025-04-06,3035.07,3035.15,2977.06,3000.42
2025-04-07,3001.19,3053.86,2957.36,2980.85
2025-04-08,2981.31,3021.9,2969.92,2978.75
2025-04-09,2977.7,3098.18,2974.02,3085.74
2025-04-10,3085.14,3191.01,3078.7,3189.14
2025-04-11,3188.49,3244.55,3185.21,3238.07
2025-04-13,3238.07,3238.07,3210.6,3223.9
2025-04-14,3221.8,3245.23,3194.59,3212.34
2025-04-15,3212.71,3250.8,3210.2,3250.51
2025-04-16,3252.86,3357.01,3250.34,3349.52
2025-04-17,3349.87,3355.33,3276.44,3314.93
2025-04-22,3471.1,3499.45,3317.94,3335.75
2025-04-23,3336.78,3385.47,3256.16,3315.57
2025-04-24,3313.55,3369.54,3307.35,3348.64
2025-04-25,3347.79,3361.92,3265.88,3318.62
2025-04-27,3318.62,3330.95,3318.62,3330.95
2025-04-28,3288.37,3352.69,3270.82,3337.66
2025-04-29,3337.39,3338.41,3300.48,3316.78
2025-04-30,3316.29,3327.25,3267.93,3272.54
2025-05-01,3272.3,3275.93,3202.41,3237.21
2025-05-02,3237.46,3268.51,3222.72,3240.61
2025-05-04,3240.61,3251.52,3238.05,3247.64
2025-05-05,3247.36,3337.02,3241.36,3334.18
2025-05-06,3333.12,3434.17,3323.4,3400.32
2025-05-07,3399.38,3400.94,3360.12,3374.94
2025-05-08,3376.35,3413.73,3289.59,3313.4
2025-05-09,3316.19,3346.77,3275.74,3324.44
2025-05-11,3324.44,3324.65,3265.2,3286.67
2025-05-12,3285.17,3289.13,3207.83,3236.4
2025-05-13,3236.81,3264.64,3217.0,3254.06
2025-05-14,3253.0,3254.41,3168.96,3185.6
2025-05-15,3184.0,3251.46,3121.66,3236.99
2025-05-16,3237.39,3243.28,3155.45,3200.85
2025-05-18,3244.46,3244.5,3227.11,3234.71
2025-05-19,3234.26,3248.89,3206.81,3222.32
2025-05-20,3223.09,3303.53,3204.3,3290.23
2025-05-21,3288.66,3324.48,3284.71,3320.01
2025-05-22,3320.03,3344.98,3280.13,3299.54
2025-05-23,3299.31,3365.8,3289.12,3355.71
2025-05-25,3355.1,3357.26,3341.35,3342.25
2025-05-26,3343.03,3355.99,3323.6,3345.93
2025-05-27,3345.2,3349.61,3286.38,3308.64
2025-05-28,3308.9,3325.06,3252.18,3259.78
2025-05-29,3259.11,3330.25,3245.25,3315.15
2025-05-30,3314.2,3322.21,3271.85,3289.2
2025-06-01,3289.08,3315.8,3288.45,3310.26
2025-06-02,3310.27,3390.94,3301.8,3387.26
2025-06-03,3387.25,3388.02,3333.65,3359.71
2025-06-04,3359.57,3384.24,3344.49,3377.58
2025-06-05,3378.24,3403.18,3340.03,3361.45
2025-06-06,3361.71,3374.99,3306.6,3309.47
2025-06-08,3309.47,3320.75,3308.9,3317.97
2025-06-09,3317.85,3337.9,3294.02,3326.64
2025-06-10,3324.1,3348.43,3302.31,3327.61
2025-06-11,3327.73,3372.92,3319.75,3365.15
2025-06-12,3365.5,3398.66,3339.21,3395.71
2025-06-13,3392.64,3446.3,3391.9,3433.0
2025-06-15,3432.85,3432.85,3432.85,3432.85
2025-06-16,3439.04,3450.97,3381.6,3402.67
2025-06-17,3401.65,3402.77,3367.53,3386.98
2025-06-18,3386.7,3398.81,3362.99,3374.59
2025-06-19,3374.87,3385.83,3347.57,3368.31
2025-06-20,3367.64,3373.55,3340.3,3367.09
2025-06-22,3367.09,3393.09,3367.05,3373.22
2025-06-23,3373.09,3393.09,3342.96,3344.13
2025-06-24,3344.82,3357.42,3296.06,3324.0
2025-06-25,3324.31,3339.55,3312.0,3338.94
2025-06-26,3339.06,3349.56,3310.03,3317.42
2025-06-27,3319.6,3321.63,3256.04,3273.53
2025-06-29,3273.46,3278.3,3246.11,3263.08
2025-06-30,3264.07,3313.73,3260.26,3312.12
2025-07-01,3312.47,3357.43,3309.4,3338.14
2025-07-02,3337.46,3364.85,3327.74,3349.01
2025-07-03,3349.59,3363.23,3311.58,3330.5
2025-07-04,3330.17,3344.44,3325.4,3336.37
2025-07-06,3336.9,3341.79,3326.0,3327.97
2025-07-07,3327.75,3345.31,3296.6,3334.51
2025-07-08,3335.09,3338.94,3288.1,3302.13
2025-07-09,3302.01,3320.76,3283.44,3317.47
2025-07-10,3317.13,3330.02,3310.42,3323.56
2025-07-11,3322.4,3368.45,3322.4,3355.37
2025-07-13,3355.37,3373.6,3355.25,3368.17
2025-07-14,3368.44,3374.3,3340.0,3345.03
2025-07-15,3345.15,3366.14,3320.23,3330.94
2025-07-16,3330.76,3374.39,3319.85,3346.18
2025-07-17,3347.01,3347.01,3309.71,3340.16
2025-07-18,3340.03,3361.02,3331.89,3349.88
2025-07-20,3349.88,3349.89,3343.7,3348.84
2025-07-21,3348.79,3402.31,3347.3,3396.42
2025-07-22,3396.32,3433.32,3383.0,3427.57
2025-07-23,3427.76,3438.6,3382.2,3389.97
2025-07-24,3389.94,3393.23,3352.03,3369.38
2025-07-25,3369.16,3373.16,3325.34,3336.68
2025-07-27,3336.7,3337.07,3323.32,3333.57
2025-07-28,3332.98,3344.99,3302.3,3312.45
2025-07-29,3311.81,3333.8,3306.7,3327.63
2025-07-30,3327.99,3333.83,3267.81,3285.1
2025-07-31,3285.49,3314.63,3282.91,3288.26
2025-08-01,3287.72,3363.11,3281.27,3362.09
2025-08-03,3362.09,3364.61,3354.0,3361.57
2025-08-04,3361.42,3384.89,3344.86,3377.29
2025-08-05,3377.15,3390.16,3349.91,3383.39
2025-08-06,3382.95,3385.1,3358.37,3370.24
